Time,Period,TWS,TWA,BSP,TWD,Targ Twa,Targ Bsp,PolBsp,Heel,SOG,HDG,COG,Leeway,Rudder,RudderP,RudderS,Tab,Rake,KeelAng,Trim,Forestay,AWA,AWS,PolBsp%,VMG%,dBspSog,dHdgCog,User 0,User 1,User 2,User 3,User 4,User 5,User 6,User 7
27-Sep-2025 10:22:48,0:26,6.2,-126,0.00,257,138,6.70,7.60,-0.7,0.02,025,169,0.0,-11.0,,,8.0,3.20,,2.4,0.14,-126,6.2,0.0,0.0,-0.02,-144.4,,,,,,,,
27-Sep-2025 10:24:36,0:26,4.9,-133,0.00,276,133,5.55,5.36,-0.0,0.02,068,200,0.0,-11.0,,,8.0,3.20,,2.6,0.59,-135,4.6,0.0,0.0,-0.02,-132.3,,,,,,,,
27-Sep-2025 10:30:46,0:21,4.7,-135,0.00,066,133,5.45,5.07,0.8,0.02,197,201,0.0,-11.0,,,8.0,3.20,,2.6,2.05,-133,4.4,0.0,0.0,-0.02,-4.5,,,,,,,,
27-Sep-2025 10:31:28,0:27,5.4,-149,0.00,048,135,6.01,4.60,0.8,0.03,197,182,0.0,-11.0,,,8.0,3.20,,2.7,0.37,-149,5.3,0.0,0.0,-0.03,14.6,,,,,,,,
27-Sep-2025 10:32:37,0:28,7.1,-143,0.00,055,140,7.29,6.85,-0.6,0.02,197,204,0.0,-11.0,,,8.0,3.20,,2.5,0.33,-142,7.1,0.0,0.0,-0.02,-7.2,,,,,,,,
27-Sep-2025 10:33:06,0:25,5.5,-132,0.00,062,135,6.09,6.34,-0.5,0.02,197,176,0.0,-11.0,,,8.0,3.20,,2.6,0.61,-133,5.7,0.0,0.0,-0.02,21.3,,,,,,,,
27-Sep-2025 10:34:13,0:29,6.1,-151,0.00,047,137,6.58,5.12,-0.5,0.02,197,192,0.0,-11.1,,,8.0,3.20,,2.6,0.88,-150,6.1,0.0,0.0,-0.02,4.6,,,,,,,,
27-Sep-2025 10:34:43,0:21,5.5,-147,0.00,048,135,6.09,4.83,-0.6,0.01,197,173,0.0,-11.1,,,8.0,3.20,,2.6,0.90,-148,5.4,0.0,0.0,-0.01,23.7,,,,,,,,
27-Sep-2025 10:35:05,0:20,6.0,-140,0.00,054,137,6.52,6.13,-0.8,0.02,197,191,0.0,-11.0,,,8.0,3.20,,2.6,0.84,-142,6.2,0.0,0.0,-0.02,6.1,,,,,,,,
27-Sep-2025 10:38:03,0:28,6.2,-141,0.00,052,138,6.63,6.13,0.0,0.02,197,159,0.0,-11.1,,,8.0,3.20,,2.7,0.80,-143,6.1,0.0,0.0,-0.02,37.2,,,,,,,,
27-Sep-2025 10:38:32,0:27,6.9,-141,0.00,056,139,7.19,6.91,-0.2,0.02,196,228,0.0,-11.1,,,8.0,3.20,,2.7,0.80,-141,7.0,0.0,0.0,-0.02,-31.2,,,,,,,,
27-Sep-2025 10:39:21,0:29,5.9,-143,0.00,052,137,6.45,5.74,-0.3,0.01,196,201,0.0,-11.1,,,8.0,3.20,,2.7,0.80,-143,6.0,0.0,0.0,-0.01,-5.1,,,,,,,,
27-Sep-2025 10:39:51,0:29,5.2,-143,0.00,053,134,5.81,4.84,-0.2,0.02,197,191,0.0,-11.1,,,8.0,3.20,,2.7,0.81,-143,5.2,0.0,0.0,-0.02,5.5,,,,,,,,
27-Sep-2025 10:40:21,0:29,4.3,-138,0.00,058,131,5.04,4.29,-0.4,0.02,197,179,0.0,-11.1,,,8.0,3.20,,2.7,0.81,-138,4.4,0.0,0.0,-0.02,17.8,,,,,,,,
27-Sep-2025 10:40:51,0:24,5.3,-138,0.00,058,135,5.91,5.43,-0.3,0.02,197,206,0.0,-11.1,,,8.0,3.20,,2.7,0.81,-138,5.1,0.0,0.0,-0.02,-9.7,,,,,,,,
27-Sep-2025 10:41:57,0:29,4.3,-155,0.00,044,131,5.07,3.11,0.0,0.02,196,168,0.0,-11.1,,,8.0,3.20,,2.8,0.81,-154,4.4,0.0,0.0,-0.02,28.3,,,,,,,,
27-Sep-2025 10:42:27,0:24,3.8,-150,0.00,045,130,4.60,3.08,0.1,0.02,196,230,0.0,-11.1,,,8.0,3.20,,2.7,0.82,-151,3.9,0.0,0.0,-0.02,-33.3,,,,,,,,
27-Sep-2025 10:43:15,0:21,3.0,-149,0.00,047,130,3.64,2.46,-0.5,0.02,197,198,0.0,-11.1,,,8.0,3.20,,2.7,0.83,-150,3.0,0.0,0.0,-0.02,-1.5,,,,,,,,
27-Sep-2025 10:43:37,0:29,3.4,-157,0.00,043,130,4.06,2.39,-0.8,0.02,197,151,0.0,-11.1,,,8.0,3.20,,2.7,0.83,-156,3.2,0.0,0.0,-0.02,45.8,,,,,,,,
27-Sep-2025 10:47:20,0:28,4.7,-120,0.00,077,133,5.46,6.15,0.5,0.02,197,183,0.0,-11.1,,,8.0,3.20,,2.8,0.83,-119,4.8,0.0,0.0,-0.02,13.6,,,,,,,,
27-Sep-2025 10:48:09,0:29,3.3,-140,0.00,059,130,3.90,3.18,0.7,0.02,197,173,0.0,-11.1,,,8.0,3.20,,2.8,0.83,-139,3.3,0.0,0.0,-0.02,23.6,,,,,,,,
27-Sep-2025 10:48:39,0:29,3.2,-137,0.00,060,130,3.88,3.33,0.5,0.02,197,144,0.0,-11.1,,,8.0,3.20,,2.7,0.83,-137,3.2,0.0,0.0,-0.02,53.3,,,,,,,,
27-Sep-2025 10:49:10,0:29,3.2,-138,0.00,059,130,3.86,3.26,0.9,0.02,197,179,0.0,-11.1,,,8.0,3.20,,2.7,0.83,-138,3.2,0.0,0.0,-0.02,18.2,,,,,,,,
27-Sep-2025 10:49:40,0:29,3.2,-138,0.00,059,130,3.86,3.28,1.8,0.02,197,171,0.0,-11.1,,,8.0,3.20,,2.9,0.84,-138,3.2,0.0,0.0,-0.02,26.2,,,,,,,,
27-Sep-2025 10:50:10,0:29,3.2,-138,0.00,059,130,3.90,3.32,2.0,0.02,197,217,0.0,-11.1,,,8.0,3.20,,3.0,0.84,-138,3.2,0.0,0.0,-0.02,-20.6,,,,,,,,
27-Sep-2025 10:50:40,0:29,3.2,-138,0.00,059,130,3.89,3.31,1.5,0.02,197,183,0.0,-11.1,,,8.0,3.20,,3.0,0.84,-138,3.2,0.0,0.0,-0.02,13.7,,,,,,,,
27-Sep-2025 10:51:11,0:29,3.2,-138,0.00,059,130,3.89,3.31,1.0,0.03,197,184,0.0,-11.1,,,8.0,3.20,,3.0,0.84,-138,3.2,0.0,0.0,-0.03,12.9,,,,,,,,
27-Sep-2025 10:51:41,0:29,3.2,-138,0.00,059,130,3.89,3.31,0.5,0.02,197,204,0.0,-11.1,,,8.0,3.20,,2.8,0.84,-138,3.2,0.0,0.0,-0.02,-7.4,,,,,,,,
27-Sep-2025 10:52:11,0:29,3.2,-138,0.00,059,130,3.88,3.30,0.5,0.03,197,167,0.0,-11.1,,,8.0,3.20,,2.8,0.84,-138,3.2,0.0,0.0,-0.03,29.7,,,,,,,,
27-Sep-2025 10:52:41,0:29,3.2,-138,0.00,059,130,3.89,3.32,0.2,0.02,197,207,0.0,-11.1,,,8.0,3.20,,2.8,0.84,-138,3.2,0.0,0.0,-0.02,-9.6,,,,,,,,
27-Sep-2025 10:53:12,0:29,3.2,-138,0.00,059,130,3.88,3.30,0.1,0.03,197,165,0.0,-11.1,,,8.0,3.20,,2.8,0.84,-138,3.2,0.0,0.0,-0.03,31.6,,,,,,,,
27-Sep-2025 10:53:42,0:29,3.3,-137,0.00,059,130,3.91,3.35,-0.6,0.02,197,143,0.0,-11.1,,,5.9,3.20,,2.8,0.84,-137,3.3,0.0,0.0,-0.02,54.1,,,,,,,,
27-Sep-2025 10:54:12,0:29,3.2,-138,0.00,059,130,3.88,3.30,-1.0,0.02,197,167,0.0,-11.1,,,0.0,3.20,,2.7,0.84,-138,3.2,0.0,0.0,-0.02,29.0,,,,,,,,
27-Sep-2025 10:54:42,0:29,3.2,-138,0.00,058,130,3.85,3.25,-0.0,0.02,196,187,0.0,-11.1,,,0.0,3.20,,2.8,0.84,-138,3.2,0.0,0.0,-0.02,9.5,,,,,,,,
27-Sep-2025 10:55:13,0:29,3.2,-138,0.00,059,130,3.89,3.31,0.7,0.03,196,227,0.0,-11.1,,,0.0,3.20,,2.9,0.84,-138,3.2,0.0,0.0,-0.03,-30.6,,,,,,,,
27-Sep-2025 10:55:43,0:29,3.2,-138,0.00,059,130,3.88,3.30,0.6,0.02,196,187,0.0,-11.1,,,0.0,3.20,,2.8,0.83,-138,3.2,0.0,0.0,-0.02,9.8,,,,,,,,
27-Sep-2025 10:56:13,0:29,3.2,-138,0.00,059,130,3.88,3.30,0.4,0.02,197,170,0.0,-11.1,,,0.0,3.20,,2.8,0.83,-138,3.2,0.0,0.0,-0.02,26.2,,,,,,,,
27-Sep-2025 10:56:43,0:29,3.2,-138,0.00,059,130,3.88,3.30,0.4,0.02,197,199,0.0,-11.1,,,0.0,3.20,,2.8,0.83,-138,3.2,0.0,0.0,-0.02,-2.3,,,,,,,,
27-Sep-2025 10:57:13,0:29,3.2,-138,0.00,059,130,3.88,3.29,0.5,0.04,197,225,0.0,-11.1,,,0.0,3.20,,2.7,0.83,-138,3.2,0.0,0.0,-0.04,-28.5,,,,,,,,
27-Sep-2025 10:57:44,0:29,3.2,-138,0.00,059,130,3.88,3.30,0.7,0.01,197,159,0.0,-11.1,,,0.0,3.20,,2.7,0.83,-138,3.2,0.0,0.0,-0.01,38.0,,,,,,,,
27-Sep-2025 11:04:17,0:28,4.5,-120,0.00,078,132,5.28,5.93,0.4,0.02,197,119,0.0,-11.1,,,0.0,3.20,,2.8,0.81,-119,4.6,0.0,0.0,-0.02,78.4,,,,,,,,
27-Sep-2025 11:05:51,0:21,3.4,-141,0.00,059,130,4.10,3.23,0.2,0.03,197,222,0.0,-11.1,,,0.0,3.20,,2.7,0.81,-139,3.3,0.0,0.0,-0.03,-25.0,,,,,,,,
27-Sep-2025 11:10:56,0:28,3.7,-106,0.00,091,130,4.40,5.59,2.3,0.03,196,176,0.0,-11.1,,,0.0,3.20,,3.0,0.82,-106,3.7,0.0,0.0,-0.03,20.2,,,,,,,,
27-Sep-2025 11:14:47,0:21,3.2,-128,0.00,072,130,3.88,3.97,1.2,0.02,196,263,0.0,-11.1,,,0.0,3.20,,2.8,0.82,-128,3.1,0.0,0.0,-0.02,-66.6,,,,,,,,
27-Sep-2025 11:17:10,0:29,5.2,-60,0.00,131,49,5.80,6.89,-0.0,0.02,197,133,0.0,-11.1,,,0.0,3.20,,2.7,0.82,-61,5.1,0.0,0.0,-0.02,64.2,,,,,,,,
27-Sep-2025 11:20:43,0:22,5.8,-94,0.00,101,136,6.31,8.31,-0.0,0.02,197,150,0.0,-11.1,,,0.0,3.20,,2.6,0.81,-95,6.0,0.0,0.0,-0.02,47.3,,,,,,,,
27-Sep-2025 11:24:50,0:26,4.9,-121,0.00,077,133,5.60,6.32,-0.5,0.03,197,213,0.0,-11.1,,,0.0,3.20,,2.5,0.81,-121,5.0,0.0,0.0,-0.03,-16.1,,,,,,,,
27-Sep-2025 11:26:17,0:20,3.6,-110,0.00,089,130,4.29,5.34,-0.3,0.02,197,168,0.0,-11.1,,,0.0,3.20,,2.5,0.82,-110,3.8,0.0,0.0,-0.02,28.2,,,,,,,,
27-Sep-2025 11:26:38,0:29,2.9,-104,0.00,092,130,3.47,4.43,-0.1,0.02,197,160,0.0,-11.1,,,0.0,3.20,,2.5,0.81,-104,2.9,0.0,0.0,-0.02,36.6,,,,,,,,
27-Sep-2025 11:32:10,0:26,4.1,-125,0.00,068,130,4.85,5.12,0.4,0.02,196,191,0.0,-11.1,,,0.0,3.20,,2.6,0.82,-126,4.1,0.0,0.0,-0.02,4.2,,,,,,,,
27-Sep-2025 11:38:41,0:28,5.2,-87,0.00,112,49,5.78,7.36,0.8,0.03,200,155,0.0,-11.1,,,0.0,3.20,,2.6,0.82,-87,5.3,0.0,0.0,-0.03,45.2,,,,,,,,
27-Sep-2025 11:39:11,0:28,5.3,-80,0.00,115,49,5.86,7.29,0.7,0.06,196,167,0.0,-11.1,,,0.0,3.20,,2.6,0.82,-81,5.3,0.0,0.0,-0.06,29.6,,,,,,,,
27-Sep-2025 11:39:40,0:25,4.8,-81,0.00,116,50,5.39,6.58,1.0,0.03,197,191,0.0,-11.1,,,0.0,3.20,,2.7,0.82,-81,4.8,0.0,0.0,-0.03,5.2,,,,,,,,
27-Sep-2025 11:40:07,0:20,4.8,-98,0.00,104,133,5.54,7.06,0.5,0.04,197,151,0.0,-11.1,,,0.0,3.20,,2.7,0.82,-95,4.8,0.0,0.0,-0.04,45.9,,,,,,,,
27-Sep-2025 11:41:07,0:20,3.9,-117,0.00,080,130,4.63,5.37,0.8,0.06,200,209,0.0,-11.1,,,0.0,3.20,,2.6,0.82,-119,3.8,0.0,0.0,-0.06,-8.4,,,,,,,,
27-Sep-2025 11:50:11,0:22,5.9,-98,0.00,093,137,6.44,8.54,-0.1,0.03,195,113,0.0,-11.1,,,0.0,3.20,,2.5,0.82,-100,6.1,0.0,0.0,-0.03,82.2,,,,,,,,
27-Sep-2025 11:50:55,0:22,6.6,-84,0.00,111,46,6.98,8.75,-0.6,0.02,195,152,0.0,-11.1,,,0.0,3.20,,2.5,0.82,-84,6.6,0.0,0.0,-0.02,43.1,,,,,,,,
27-Sep-2025 11:55:05,0:20,5.2,-87,0.00,109,49,5.83,7.43,0.2,0.02,196,243,0.0,-11.1,,,0.0,3.20,,2.5,0.82,-87,5.0,0.0,0.0,-0.02,-47.9,,,,,,,,
27-Sep-2025 11:56:06,0:24,5.8,-107,0.00,090,137,6.37,8.41,0.7,0.03,195,101,0.0,-11.1,,,0.0,3.20,,2.6,0.81,-107,5.9,0.0,0.0,-0.03,94.9,,,,,,,,
27-Sep-2025 11:58:34,0:24,3.8,-76,0.00,120,53,4.36,5.30,0.8,0.02,196,208,0.0,-11.1,,,0.0,3.20,,2.6,0.82,-75,3.9,0.0,0.0,-0.02,-12.9,,,,,,,,
27-Sep-2025 12:00:22,0:24,6.2,-101,0.00,093,138,6.66,8.79,0.6,0.02,195,164,0.0,-11.1,,,0.0,3.20,,2.6,0.82,-102,6.1,0.0,0.0,-0.02,31.6,,,,,,,,
27-Sep-2025 12:07:14,0:22,5.2,-157,0.00,042,134,5.83,3.80,0.5,0.02,195,133,0.0,-11.1,,,0.0,3.20,,2.5,0.82,-155,5.3,0.0,0.0,-0.02,62.5,,,,,,,,
27-Sep-2025 12:08:40,0:27,6.5,-150,0.00,045,138,6.86,5.42,0.6,0.02,196,154,0.0,-11.1,,,0.0,3.20,,2.5,0.82,-151,6.4,0.0,0.0,-0.02,42.1,,,,,,,,
27-Sep-2025 12:09:49,0:23,6.9,-153,0.00,045,139,7.15,5.44,0.6,0.01,196,257,0.0,-11.1,,,0.0,3.20,,2.5,0.82,-152,6.6,0.0,0.0,-0.01,-61.0,,,,,,,,
27-Sep-2025 12:27:41,0:29,5.7,-133,0.00,061,136,6.22,6.42,0.5,0.02,195,159,0.0,-11.1,,,0.0,3.20,,2.5,0.82,-133,5.8,0.0,0.0,-0.02,36.1,,,,,,,,
27-Sep-2025 12:30:53,0:29,5.2,-164,0.00,033,134,5.81,3.45,0.6,0.03,195,225,0.0,-11.1,,,0.0,3.20,,2.6,0.82,-164,5.1,0.0,0.0,-0.03,-29.3,,,,,,,,
27-Sep-2025 12:31:47,0:26,4.7,-145,0.00,046,133,5.41,4.11,0.6,0.01,195,170,0.0,-11.1,,,0.0,3.20,,2.5,0.82,-147,4.6,0.0,0.0,-0.01,25.7,,,,,,,,
27-Sep-2025 12:38:19,0:20,5.8,-154,0.00,044,136,6.35,4.56,0.5,0.02,195,162,0.0,-11.1,,,0.0,3.20,,2.7,0.82,-152,5.6,0.0,0.0,-0.02,33.6,,,,,,,,
27-Sep-2025 12:47:51,0:26,3.3,148,0.00,347,130,4.02,2.77,1.5,0.07,199,230,0.0,-11.1,,,0.0,3.20,,2.6,0.82,147,3.3,0.0,0.0,-0.07,-31.5,,,,,,,,
27-Sep-2025 12:50:55,0:29,4.5,-146,1.58,108,132,5.27,3.83,0.5,3.13,256,074,0.4,-11.1,,,0.0,3.20,,2.4,0.82,-102,2.6,41.1,37.1,-1.55,181.5,,,,,,,,
27-Sep-2025 12:51:26,0:29,3.4,-153,1.81,109,130,4.03,2.54,-1.0,3.14,262,082,-0.8,-11.1,,,0.0,3.20,,2.4,0.82,-83,1.8,71.4,62.4,-1.32,179.8,,,,,,,,
27-Sep-2025 13:17:18,0:24,3.6,144,6.12,078,130,4.37,3.29,1.2,6.26,297,024,0.2,-11.1,,,0.0,3.20,,2.4,1.34,33,4.0,186.0,175.4,-0.14,272.3,,,,,,,,
27-Sep-2025 13:20:05,0:23,5.4,149,4.62,056,135,6.00,4.59,3.2,3.81,268,027,0.8,-11.1,,,0.0,3.20,,1.9,0.85,109,3.0,100.7,92.8,0.81,240.7,,,,,,,,
27-Sep-2025 13:20:50,0:29,6.8,115,4.76,056,139,7.10,8.80,13.6,7.01,301,076,1.1,-11.1,,,0.0,3.20,,2.8,1.08,54,7.6,54.1,37.8,-2.25,225.0,,,,,,,,
27-Sep-2025 13:21:21,0:23,6.6,104,5.29,044,139,6.94,9.06,16.8,8.93,295,076,1.1,-11.1,,,0.0,3.20,,2.0,1.22,40,9.8,58.4,24.2,-3.64,219.4,,,,,,,,
27-Sep-2025 13:21:48,0:27,6.2,108,5.78,038,138,6.68,8.75,16.4,8.82,289,073,1.0,-11.1,,,0.0,3.20,,1.7,1.55,39,9.1,66.0,36.2,-3.04,216.9,,,,,,,,
27-Sep-2025 13:22:57,0:21,7.0,98,6.60,028,140,7.28,9.30,18.4,8.37,290,089,1.0,-11.1,,,4.0,3.20,,2.0,1.75,42,10.0,71.0,16.2,-1.77,201.9,,,,,,,,
27-Sep-2025 13:23:39,0:26,5.7,108,6.93,029,136,6.28,8.25,10.9,8.16,285,087,0.7,-11.1,,,4.6,3.20,,2.1,1.33,41,8.3,84.0,46.7,-1.23,198.0,,,,,,,,
27-Sep-2025 13:24:28,0:28,6.0,101,7.12,012,137,6.47,8.59,14.0,8.42,272,082,0.8,-11.1,,,5.0,3.20,,2.2,1.93,38,9.4,82.9,28.7,-1.30,189.9,,,,,,,,
27-Sep-2025 13:24:57,0:20,6.4,108,7.25,016,138,6.85,8.92,14.7,8.36,268,087,0.7,-11.1,,,6.1,3.20,,1.9,1.95,43,8.8,81.3,44.6,-1.11,181.5,,,,,,,,
27-Sep-2025 13:25:18,0:29,6.2,119,7.40,018,138,6.69,8.07,10.8,8.61,261,078,0.6,-11.1,,,-0.1,3.20,,2.0,1.68,45,7.7,91.7,73.3,-1.21,182.8,,,,,,,,
27-Sep-2025 13:26:08,0:28,7.3,118,7.68,003,140,7.47,9.05,15.3,9.32,244,082,0.6,-11.1,,,6.0,3.20,,2.1,1.94,46,8.8,84.9,62.1,-1.63,161.6,,,,,,,,
27-Sep-2025 13:26:59,0:28,6.1,117,7.87,350,137,6.61,8.16,9.5,7.74,230,092,0.6,-11.1,,,6.0,3.20,,1.7,2.06,49,7.3,96.4,72.5,0.13,137.6,,,,,,,,
27-Sep-2025 13:27:28,0:20,6.6,123,7.79,340,139,6.94,8.12,11.3,7.36,213,088,0.7,-11.1,,,6.0,3.20,,2.1,2.02,53,6.7,95.9,81.4,0.42,124.9,,,,,,,,
27-Sep-2025 13:27:49,0:29,7.1,131,7.76,333,140,7.34,8.03,10.8,7.75,200,086,0.6,-11.1,,,6.0,3.20,,2.1,2.03,62,6.1,96.6,91.3,0.01,113.3,,,,,,,,
27-Sep-2025 13:28:40,0:29,5.0,120,7.45,312,134,5.72,6.56,7.5,5.87,190,097,0.8,-11.1,,,6.0,3.20,,1.9,2.09,54,5.3,113.6,94.7,1.58,93.7,,,,,,,,
27-Sep-2025 13:30:11,0:29,5.6,132,6.67,268,136,6.17,6.45,8.1,5.48,134,083,0.9,-11.1,,,0.0,3.20,,2.0,2.09,68,4.4,103.4,100.2,1.19,51.1,,,,,,,,
27-Sep-2025 13:31:21,0:29,4.1,133,6.61,233,130,4.87,4.53,6.2,6.15,099,084,0.8,-11.1,,,0.0,3.20,,2.1,2.11,42,4.4,145.9,143.7,0.46,15.5,,,,,,,,
27-Sep-2025 13:32:14,0:21,5.0,121,6.29,195,134,5.65,6.37,7.5,5.43,073,079,1.0,-11.1,,,0.0,3.20,,1.9,2.10,55,5.1,98.6,83.9,0.86,-6.4,,,,,,,,
27-Sep-2025 13:32:57,0:28,5.1,118,6.23,173,134,5.75,6.79,11.1,6.49,058,083,1.2,-11.1,,,0.0,3.20,,1.7,2.07,44,6.2,91.7,72.2,-0.26,-25.6,,,,,,,,
27-Sep-2025 13:35:48,0:27,6.2,136,6.44,169,138,6.65,6.80,7.5,6.26,030,094,0.6,-11.1,,,2.0,3.20,,2.0,2.09,66,4.7,94.6,93.8,0.17,-64.1,,,,,,,,
27-Sep-2025 13:36:16,0:28,7.0,131,6.47,150,139,7.24,7.93,8.2,6.85,013,080,0.6,-11.1,,,2.0,3.20,,1.8,2.09,65,5.8,81.6,77.0,-0.38,-67.0,,,,,,,,
27-Sep-2025 13:39:30,0:22,7.7,138,7.15,173,141,7.71,7.96,8.1,9.18,032,073,0.4,-11.1,,,0.1,3.20,,2.1,1.00,63,6.1,89.9,89.1,-2.02,-41.3,,,,,,,,
27-Sep-2025 13:44:49,0:20,4.7,115,4.83,162,133,5.39,6.39,8.0,6.09,047,065,1.3,-11.1,,,0.0,3.20,,1.9,1.10,41,6.2,75.6,56.0,-1.27,-18.8,,,,,,,,
27-Sep-2025 13:45:11,0:26,5.2,125,5.00,163,134,5.82,6.42,6.0,6.21,043,056,0.9,-11.1,,,0.0,3.20,,1.9,1.08,49,5.6,77.9,69.9,-1.20,-12.9,,,,,,,,
27-Sep-2025 13:45:38,0:27,5.1,134,5.19,178,134,5.79,5.62,6.1,6.34,050,061,0.8,-11.1,,,0.0,3.20,,2.0,1.09,53,4.8,92.3,89.8,-1.16,-10.8,,,,,,,,
27-Sep-2025 13:46:47,0:29,5.9,138,5.04,215,137,6.38,6.26,8.6,4.50,091,095,1.2,-11.1,,,0.0,3.20,,2.1,1.09,82,4.1,80.5,80.3,0.54,-4.0,,,,,,,,
27-Sep-2025 13:47:24,0:22,10.0,127,5.29,231,143,9.13,10.32,13.7,7.40,103,112,0.9,-11.1,,,0.0,3.20,,2.0,0.85,72,7.9,51.2,44.0,-2.11,-8.8,,,,,,,,
27-Sep-2025 13:48:48,0:21,9.2,149,7.28,230,142,8.61,7.56,6.1,8.69,083,078,0.3,-11.1,,,1.0,3.20,,1.9,0.94,83,4.9,96.3,91.6,-1.41,4.9,,,,,,,,
27-Sep-2025 13:50:08,0:20,10.0,132,7.87,233,143,9.11,10.10,17.2,10.55,106,099,0.7,-11.1,,,1.0,3.20,,2.5,2.61,62,8.6,77.9,71.8,-2.68,6.6,,,,,,,,
